node_id,node_order,node_name,node_goal,node_stage,node_substage,skill_name_cn,skill_name_en,skill_role_in_node,source_l1,source_l2,source_l3,dependency_skills,current_node_input_docs,current_node_output_docs,next_node_ids,next_node_names,next_node_input_docs,priority,recommended_first_batch,boundary_positioning,phase_boundary,action_boundary,upstream_boundary,downstream_handoff,adjacent_skill_boundary,dependency_count
N300,300,运行监控与日志定位,基于监控、日志、调用链和Bug现象完成异常定位与影响分析,运行与故障处理,运行监控与定位,影响范围分析,impact-scope-analysis,分析/提炼,运行与故障处理,影响评估,影响分析,Bug分析; 监控指标解读,发布后验证清单.csv; 日志文件; 监控面板截图; trace数据; Diff风险点评.md,监控指标解读.md; 日志分析.md; Trace分析.md; Bug分析.md; 异常聚类表.csv; 高频报错摘要.md; 根因定位建议.md; 影响范围分析.md; 告警归因.md,N310;N320;N330,处置响应与修复评估;故障复盘沉淀;技术与运维文档输出,根因定位建议.md; 影响范围分析.md; 告警归因.md,P1,否,在运行与故障处理-影响评估环节，围绕“判断影响用户、功能、服务和数据范围”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：Bug分析; 监控指标解读。,典型下游衔接：回滚预案生成；热修复风险评估；线上问题复盘。,主要与这些技能形成边界：Bug分析；监控指标解读；回滚预案生成；热修复风险评估。,3
N300,300,运行监控与日志定位,基于监控、日志、调用链和Bug现象完成异常定位与影响分析,运行与故障处理,运行监控与定位,日志分析,log-analysis,分析/提炼,运行与故障处理,日志分析,异常摘要,发布后验证清单,发布后验证清单.csv; 日志文件; 监控面板截图; trace数据; Diff风险点评.md,监控指标解读.md; 日志分析.md; Trace分析.md; Bug分析.md; 异常聚类表.csv; 高频报错摘要.md; 根因定位建议.md; 影响范围分析.md; 告警归因.md,N310;N320;N330,处置响应与修复评估;故障复盘沉淀;技术与运维文档输出,根因定位建议.md; 影响范围分析.md; 告警归因.md,P0,是,在运行与故障处理-日志分析环节，围绕“从日志中识别模式、问题点和影响链路”提供以解释、识别、归因为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：发布后验证清单。,典型下游衔接：测试失败归因；Trace调用链分析；Bug分析；异常聚类；高频报错摘要；根因定位建议 等。,主要与这些技能形成边界：发布后验证清单；测试失败归因；Trace调用链分析；Bug分析。,8
N300,300,运行监控与日志定位,基于监控、日志、调用链和Bug现象完成异常定位与影响分析,运行与故障处理,运行监控与定位,根因定位建议,root-cause-analysis-recommendation,分析/提炼,运行与故障处理,问题定位,根因建议,Bug分析; 日志分析,发布后验证清单.csv; 日志文件; 监控面板截图; trace数据; Diff风险点评.md,监控指标解读.md; 日志分析.md; Trace分析.md; Bug分析.md; 异常聚类表.csv; 高频报错摘要.md; 根因定位建议.md; 影响范围分析.md; 告警归因.md,N310;N320;N330,处置响应与修复评估;故障复盘沉淀;技术与运维文档输出,根因定位建议.md; 影响范围分析.md; 告警归因.md,P1,否,在运行与故障处理-问题定位环节，围绕“给出最可能的问题根因和证据链”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：Bug分析; 日志分析。,典型下游衔接：修复方案建议；线上问题复盘。,同一子域相邻技能：Bug分析；异常聚类；高频报错摘要。,2
N300,300,运行监控与日志定位,基于监控、日志、调用链和Bug现象完成异常定位与影响分析,运行与故障处理,运行监控与定位,监控指标解读,monitoring-metric-interpretation,分析/提炼,运行与故障处理,运行监控,指标解读,发布后验证清单,发布后验证清单.csv; 日志文件; 监控面板截图; trace数据; Diff风险点评.md,监控指标解读.md; 日志分析.md; Trace分析.md; Bug分析.md; 异常聚类表.csv; 高频报错摘要.md; 根因定位建议.md; 影响范围分析.md; 告警归因.md,N310;N320;N330,处置响应与修复评估;故障复盘沉淀;技术与运维文档输出,根因定位建议.md; 影响范围分析.md; 告警归因.md,P1,否,在运行与故障处理-运行监控环节，围绕“解读 CPU、RT、错误率、成功率等异常”提供以解释、识别、归因为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：发布后验证清单。,典型下游衔接：Trace调用链分析；影响范围分析；告警归因；维护手册生成。,主要与这些技能形成边界：发布后验证清单；Trace调用链分析；影响范围分析；告警归因。,4
N300,300,运行监控与日志定位,基于监控、日志、调用链和Bug现象完成异常定位与影响分析,运行与故障处理,运行监控与定位,高频报错摘要,frequent-error-summary,执行,运行与故障处理,问题定位,高频问题,日志分析,发布后验证清单.csv; 日志文件; 监控面板截图; trace数据; Diff风险点评.md,监控指标解读.md; 日志分析.md; Trace分析.md; Bug分析.md; 异常聚类表.csv; 高频报错摘要.md; 根因定位建议.md; 影响范围分析.md; 告警归因.md,N310;N320;N330,处置响应与修复评估;故障复盘沉淀;技术与运维文档输出,根因定位建议.md; 影响范围分析.md; 告警归因.md,P1,否,在运行与故障处理-问题定位环节，围绕“汇总高频报错与趋势”提供以汇总、归类、展示为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：日志分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：Bug分析；异常聚类；根因定位建议。,0
N310,310,处置响应与修复评估,形成值班处置建议、修复方案建议和热修复风险评估,运行与故障处理,处置响应,修复方案建议,remediation-plan-recommendation,分析/提炼,运行与故障处理,处置响应,修复建议,根因定位建议,根因定位建议.md; 影响范围分析.md; 告警归因.md,值班处置建议.md; 修复方案建议.md; 热修复风险评估.md,N320;N270,故障复盘沉淀;发布准备与策略,修复方案建议.md; 热修复风险评估.md,P1,否,在运行与故障处理-处置响应环节，围绕“输出临时止血和正式修复建议”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：根因定位建议。,典型下游衔接：热修复风险评估。,同一子域相邻技能：告警归因；值班处置建议；热修复风险评估。,1
N310,310,处置响应与修复评估,形成值班处置建议、修复方案建议和热修复风险评估,运行与故障处理,处置响应,值班处置建议,on-call-response-recommendation,分析/提炼,运行与故障处理,处置响应,值班处置,告警归因; Bug分析,根因定位建议.md; 影响范围分析.md; 告警归因.md,值班处置建议.md; 修复方案建议.md; 热修复风险评估.md,N320;N270,故障复盘沉淀;发布准备与策略,修复方案建议.md; 热修复风险评估.md,P1,否,在运行与故障处理-处置响应环节，围绕“给出值班排查与处置顺序”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：告警归因; Bug分析。,典型下游衔接：维护手册生成。,同一子域相邻技能：告警归因；修复方案建议；热修复风险评估。,1
N310,310,处置响应与修复评估,形成值班处置建议、修复方案建议和热修复风险评估,运行与故障处理,处置响应,热修复风险评估,hotfix-risk-assessment,校验/判断,运行与故障处理,处置响应,热修风险,修复方案建议; 影响范围分析,根因定位建议.md; 影响范围分析.md; 告警归因.md,值班处置建议.md; 修复方案建议.md; 热修复风险评估.md,N320;N270,故障复盘沉淀;发布准备与策略,修复方案建议.md; 热修复风险评估.md,P1,否,在运行与故障处理-处置响应环节，围绕“评估热修影响和回归风险”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：修复方案建议; 影响范围分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：告警归因；值班处置建议；修复方案建议。,0
N320,320,故障复盘沉淀,整理故障时间线并输出线上问题复盘,运行与故障处理,复盘沉淀,故障时间线整理,incident-timeline-compilation,产出,运行与故障处理,复盘沉淀,时间线,日志分析; 告警归因,日志分析.md; 告警归因.md; 根因定位建议.md; 影响范围分析.md,故障时间线.md; 线上问题复盘.md,N340;N390,协作文档与经验沉淀;平台治理与模板质量,故障时间线.md; 线上问题复盘.md,P1,否,在运行与故障处理-复盘沉淀环节，围绕“整理告警、发现、处置和恢复时间线”提供以草稿、清单、结构化结果为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责组织关系、流转和链路，不直接输出最终设计裁决或执行动作。,以上游技能输出为前置输入：日志分析; 告警归因。,典型下游衔接：线上问题复盘。,同一子域相邻技能：线上问题复盘。,1
N320,320,故障复盘沉淀,整理故障时间线并输出线上问题复盘,运行与故障处理,复盘沉淀,线上问题复盘,production-incident-postmortem,执行,运行与故障处理,复盘沉淀,事故复盘,根因定位建议; 影响范围分析; 故障时间线整理,日志分析.md; 告警归因.md; 根因定位建议.md; 影响范围分析.md,故障时间线.md; 线上问题复盘.md,N340;N390,协作文档与经验沉淀;平台治理与模板质量,故障时间线.md; 线上问题复盘.md,P1,否,在运行与故障处理-复盘沉淀环节，围绕“输出故障复盘文档”提供以草稿、清单、结构化结果为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：根因定位建议; 影响范围分析; 故障时间线整理。,典型下游衔接：最佳实践总结；质量评分引擎。,同一子域相邻技能：故障时间线整理。,2
N330,330,技术与运维文档输出,生成开发、接口、模块、数据、部署和维护文档,文档与知识沉淀,技术与运维文档,开发文档生成,development-documentation-generation,产出,文档与知识沉淀,技术文档,开发文档,技术方案分析; 开发任务拆分,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql; 发布任务编排表.csv; 值班处置建议.md,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 部署文档.md; 维护手册.md,N340,协作文档与经验沉淀,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 维护手册.md,P1,否,在文档与知识沉淀-技术文档环节，围绕“生成模块、流程和维护文档”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：技术方案分析; 开发任务拆分。,典型下游衔接：FAQ生成；最佳实践总结。,同一子域相邻技能：接口文档生成；模块设计说明生成；数据字典生成。,2
N330,330,技术与运维文档输出,生成开发、接口、模块、数据、部署和维护文档,文档与知识沉淀,技术与运维文档,接口文档生成,api-documentation-generation,产出,文档与知识沉淀,技术文档,接口文档,接口设计建议; DTO/VO生成,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql; 发布任务编排表.csv; 值班处置建议.md,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 部署文档.md; 维护手册.md,N340,协作文档与经验沉淀,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 维护手册.md,P1,否,在文档与知识沉淀-技术文档环节，围绕“生成接口说明文档”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：接口设计建议; DTO/VO生成。,典型下游衔接：FAQ生成。,同一子域相邻技能：开发文档生成；模块设计说明生成；数据字典生成。,1
N330,330,技术与运维文档输出,生成开发、接口、模块、数据、部署和维护文档,文档与知识沉淀,技术与运维文档,数据字典生成,data-dictionary-generation,产出,文档与知识沉淀,技术文档,数据字典,表结构设计建议,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql; 发布任务编排表.csv; 值班处置建议.md,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 部署文档.md; 维护手册.md,N340,协作文档与经验沉淀,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 维护手册.md,P1,否,在文档与知识沉淀-技术文档环节，围绕“输出字段说明、口径和关系”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：表结构设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：开发文档生成；接口文档生成；模块设计说明生成。,0
N330,330,技术与运维文档输出,生成开发、接口、模块、数据、部署和维护文档,文档与知识沉淀,技术与运维文档,模块设计说明生成,module-design-document-generation,产出,文档与知识沉淀,技术文档,模块说明,技术方案分析,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql; 发布任务编排表.csv; 值班处置建议.md,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 部署文档.md; 维护手册.md,N340,协作文档与经验沉淀,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 维护手册.md,P1,否,在文档与知识沉淀-技术文档环节，围绕“生成模块职责、边界和依赖说明”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：开发文档生成；接口文档生成；数据字典生成。,0
N330,330,技术与运维文档输出,生成开发、接口、模块、数据、部署和维护文档,文档与知识沉淀,技术与运维文档,维护手册生成,maintenance-manual-generation,产出,文档与知识沉淀,运维文档,维护手册,监控指标解读; 值班处置建议,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql; 发布任务编排表.csv; 值班处置建议.md,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 部署文档.md; 维护手册.md,N340,协作文档与经验沉淀,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 维护手册.md,P1,否,在文档与知识沉淀-运维文档环节，围绕“生成日常维护与排障手册”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：监控指标解读; 值班处置建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：部署文档生成。,0
N330,330,技术与运维文档输出,生成开发、接口、模块、数据、部署和维护文档,文档与知识沉淀,技术与运维文档,部署文档生成,deployment-documentation-generation,产出,文档与知识沉淀,运维文档,部署文档,发布任务编排,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql; 发布任务编排表.csv; 值班处置建议.md,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 部署文档.md; 维护手册.md,N340,协作文档与经验沉淀,开发文档.md; 接口文档.md; 模块设计说明.md; 数据字典.xlsx; 维护手册.md,P1,否,在文档与知识沉淀-运维文档环节，围绕“生成部署步骤和依赖说明”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：发布任务编排。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：维护手册生成。,0
N340,340,协作文档与经验沉淀,将会议、周报、FAQ和最佳实践沉淀成团队可复用知识,文档与知识沉淀,团队协同与经验,FAQ生成,faq-generation,产出,文档与知识沉淀,经验沉淀,FAQ,开发文档生成; 接口文档生成,会议纪要; 任务状态; 开发文档.md; 接口文档.md; 线上问题复盘.md,行动项清单.csv; 周报.md; FAQ.md; 最佳实践.md,N350;N360;N390,协同任务与风险管理;跨团队对齐与版本节奏;平台治理与模板质量,行动项清单.csv; 周报.md; 最佳实践.md,P2,否,在文档与知识沉淀-经验沉淀环节，围绕“从重复问题中沉淀常见问答”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：开发文档生成; 接口文档生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：最佳实践总结。,0
N340,340,协作文档与经验沉淀,将会议、周报、FAQ和最佳实践沉淀成团队可复用知识,文档与知识沉淀,团队协同与经验,会议纪要转行动项,meeting-minutes-to-action-items,执行,文档与知识沉淀,团队协同,会议纪要,无,会议纪要; 任务状态; 开发文档.md; 接口文档.md; 线上问题复盘.md,行动项清单.csv; 周报.md; FAQ.md; 最佳实践.md,N350;N360;N390,协同任务与风险管理;跨团队对齐与版本节奏;平台治理与模板质量,行动项清单.csv; 周报.md; 最佳实践.md,P1,否,在文档与知识沉淀-团队协同环节，围绕“提炼 owner、deadline 和风险项”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,无强依赖；可直接基于原始输入材料启动。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：周报生成。,0
N340,340,协作文档与经验沉淀,将会议、周报、FAQ和最佳实践沉淀成团队可复用知识,文档与知识沉淀,团队协同与经验,周报生成,weekly-report-generation,产出,文档与知识沉淀,团队协同,周报日报,任务发起; 阻塞项提取,会议纪要; 任务状态; 开发文档.md; 接口文档.md; 线上问题复盘.md,行动项清单.csv; 周报.md; FAQ.md; 最佳实践.md,N350;N360;N390,协同任务与风险管理;跨团队对齐与版本节奏;平台治理与模板质量,行动项清单.csv; 周报.md; 最佳实践.md,P2,否,在文档与知识沉淀-团队协同环节，围绕“汇总本周进展、风险和计划”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：任务发起; 阻塞项提取。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：会议纪要转行动项。,0
N340,340,协作文档与经验沉淀,将会议、周报、FAQ和最佳实践沉淀成团队可复用知识,文档与知识沉淀,团队协同与经验,最佳实践总结,best-practice-summary,执行,文档与知识沉淀,经验沉淀,最佳实践,线上问题复盘; 开发文档生成,会议纪要; 任务状态; 开发文档.md; 接口文档.md; 线上问题复盘.md,行动项清单.csv; 周报.md; FAQ.md; 最佳实践.md,N350;N360;N390,协同任务与风险管理;跨团队对齐与版本节奏;平台治理与模板质量,行动项清单.csv; 周报.md; 最佳实践.md,P2,否,在文档与知识沉淀-经验沉淀环节，围绕“提炼可复用的团队经验”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责产出可复用草稿或结构化结果，不直接执行落地。,以上游技能输出为前置输入：线上问题复盘; 开发文档生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：FAQ生成。,0
N350,350,协同任务与风险管理,发起任务、同步状态并识别阻塞与风险项,协同与管理,任务与风险管理,任务发起,task-initiation,执行,协同与管理,任务管理,任务发起,需求交接包生成,需求交接包.zip; 开发任务拆分表.csv; 需求变更影响分析.md,任务清单.csv; 任务状态同步.md; 阻塞项清单.csv; 风险项清单.csv,N340;N360;N370,协作文档与经验沉淀;跨团队对齐与版本节奏;平台路由与多技能编排,任务清单.csv; 任务状态同步.md; 阻塞项清单.csv; 风险项清单.csv,P1,否,在协同与管理-任务管理环节，围绕“将需求或问题转成执行任务”提供以草稿、清单、结构化结果为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责产出可复用草稿或结构化结果，不直接执行落地。,以上游技能输出为前置输入：需求交接包生成。,典型下游衔接：周报生成；任务状态同步；阻塞项提取；多skill编排。,同一子域相邻技能：任务状态同步。,4
N350,350,协同任务与风险管理,发起任务、同步状态并识别阻塞与风险项,协同与管理,任务与风险管理,任务状态同步,task-status-sync,产出,协同与管理,任务管理,状态同步,任务发起,需求交接包.zip; 开发任务拆分表.csv; 需求变更影响分析.md,任务清单.csv; 任务状态同步.md; 阻塞项清单.csv; 风险项清单.csv,N340;N360;N370,协作文档与经验沉淀;跨团队对齐与版本节奏;平台路由与多技能编排,任务清单.csv; 任务状态同步.md; 阻塞项清单.csv; 风险项清单.csv,P1,否,在协同与管理-任务管理环节，围绕“汇总任务当前状态与阻塞项”提供以汇总、归类、展示为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：任务发起。,典型下游衔接：项目节奏跟踪。,同一子域相邻技能：任务发起。,1
N350,350,协同任务与风险管理,发起任务、同步状态并识别阻塞与风险项,协同与管理,任务与风险管理,阻塞项提取,blocker-extraction,执行,协同与管理,风险管理,阻塞识别,开发任务拆分; 任务发起,需求交接包.zip; 开发任务拆分表.csv; 需求变更影响分析.md,任务清单.csv; 任务状态同步.md; 阻塞项清单.csv; 风险项清单.csv,N340;N360;N370,协作文档与经验沉淀;跨团队对齐与版本节奏;平台路由与多技能编排,任务清单.csv; 任务状态同步.md; 阻塞项清单.csv; 风险项清单.csv,P1,否,在协同与管理-风险管理环节，围绕“自动识别依赖、等待和阻塞问题”提供以解释、识别、归因为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：开发任务拆分; 任务发起。,典型下游衔接：周报生成；风险项提取。,同一子域相邻技能：风险项提取。,2
N350,350,协同任务与风险管理,发起任务、同步状态并识别阻塞与风险项,协同与管理,任务与风险管理,风险项提取,risk-item-extraction,校验/判断,协同与管理,风险管理,风险识别,阻塞项提取; 需求变更影响分析,需求交接包.zip; 开发任务拆分表.csv; 需求变更影响分析.md,任务清单.csv; 任务状态同步.md; 阻塞项清单.csv; 风险项清单.csv,N340;N360;N370,协作文档与经验沉淀;跨团队对齐与版本节奏;平台路由与多技能编排,任务清单.csv; 任务状态同步.md; 阻塞项清单.csv; 风险项清单.csv,P1,否,在协同与管理-风险管理环节，围绕“输出项目风险和处理建议”提供以判断依据、风险提示、建议为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：阻塞项提取; 需求变更影响分析。,典型下游衔接：项目节奏跟踪。,同一子域相邻技能：阻塞项提取。,1
N360,360,跨团队对齐与版本节奏,输出多角色对齐摘要、版本范围裁剪建议和节奏跟踪,协同与管理,跨团队与版本管理,产品-研发对齐摘要,product-engineering-alignment-summary,执行,协同与管理,跨团队协同,对齐摘要,需求交接包生成; 开发需求解析,需求优先级建议.csv; 发布风险评估.md; 测试失败归因.md; 任务状态同步.md; 风险项清单.csv,产品研发对齐摘要.md; 测试研发对齐摘要.md; 版本范围裁剪建议.md; 项目节奏跟踪表.csv,N370;N390,平台路由与多技能编排;平台治理与模板质量,产品研发对齐摘要.md; 测试研发对齐摘要.md; 版本范围裁剪建议.md; 项目节奏跟踪表.csv,P1,否,在协同与管理-跨团队协同环节，围绕“汇总双方口径差异和待对齐问题”提供以解释、识别、归因为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：需求交接包生成; 开发需求解析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：测试-研发对齐摘要。,0
N360,360,跨团队对齐与版本节奏,输出多角色对齐摘要、版本范围裁剪建议和节奏跟踪,协同与管理,跨团队与版本管理,测试-研发对齐摘要,qa-engineering-alignment-summary,执行,协同与管理,跨团队协同,测试协同,测试失败归因; 验收标准生成,需求优先级建议.csv; 发布风险评估.md; 测试失败归因.md; 任务状态同步.md; 风险项清单.csv,产品研发对齐摘要.md; 测试研发对齐摘要.md; 版本范围裁剪建议.md; 项目节奏跟踪表.csv,N370;N390,平台路由与多技能编排;平台治理与模板质量,产品研发对齐摘要.md; 测试研发对齐摘要.md; 版本范围裁剪建议.md; 项目节奏跟踪表.csv,P1,否,在协同与管理-跨团队协同环节，围绕“汇总缺陷、验收和回归分歧”提供以解释、识别、归因为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：测试失败归因; 验收标准生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：产品-研发对齐摘要。,0
N360,360,跨团队对齐与版本节奏,输出多角色对齐摘要、版本范围裁剪建议和节奏跟踪,协同与管理,跨团队与版本管理,版本范围裁剪建议,version-scope-trimming-recommendation,分析/提炼,协同与管理,版本管理,范围调整,需求优先级评估; 发布风险评估,需求优先级建议.csv; 发布风险评估.md; 测试失败归因.md; 任务状态同步.md; 风险项清单.csv,产品研发对齐摘要.md; 测试研发对齐摘要.md; 版本范围裁剪建议.md; 项目节奏跟踪表.csv,N370;N390,平台路由与多技能编排;平台治理与模板质量,产品研发对齐摘要.md; 测试研发对齐摘要.md; 版本范围裁剪建议.md; 项目节奏跟踪表.csv,P1,否,在协同与管理-版本管理环节，围绕“提出缩范围与保上线建议”提供以判断依据、风险提示、建议为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：需求优先级评估; 发布风险评估。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,主要与这些技能形成边界：需求优先级评估；发布风险评估。,0
N360,360,跨团队对齐与版本节奏,输出多角色对齐摘要、版本范围裁剪建议和节奏跟踪,协同与管理,跨团队与版本管理,项目节奏跟踪,project-rhythm-tracking,执行,协同与管理,项目节奏,进度跟踪,任务状态同步; 风险项提取,需求优先级建议.csv; 发布风险评估.md; 测试失败归因.md; 任务状态同步.md; 风险项清单.csv,产品研发对齐摘要.md; 测试研发对齐摘要.md; 版本范围裁剪建议.md; 项目节奏跟踪表.csv,N370;N390,平台路由与多技能编排;平台治理与模板质量,产品研发对齐摘要.md; 测试研发对齐摘要.md; 版本范围裁剪建议.md; 项目节奏跟踪表.csv,P1,否,在协同与管理-项目节奏环节，围绕“跟踪里程碑、延期风险和关键节点”提供以汇总、归类、展示为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责提炼现状与差异，帮助理解，不替代最终决策或正式排期。,以上游技能输出为前置输入：任务状态同步; 风险项提取。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,主要与这些技能形成边界：任务状态同步；风险项提取。,0
